close,volume
7.4400000572205,147250
7.4899997711182,307375
7.6300001144409,437750
7.5599999427795,122375
7.5900001525879,268125
7.6199998855591,150250
7.6999998092651,592125
7.6799998283386,374375
7.710000038147,753500
7.6199998855591,496250
7.710000038147,192250
7.6199998855591,472375
7.5599999427795,408250
7.460000038147,313250
7.5199999809265,805375
7.4499998092651,315500
7.6199998855591,359750
8.0600004196167,3073500
7.9000000953674,2445500
7.8699998855591,350875
7.8600001335144,450500
7.7399997711182,1017625
7.6399998664856,269375
7.8000001907349,442125
7.6900000572205,299125
7.7600002288818,1721125
7.9000000953674,711250
7.8299999237061,340375
7.8499999046326,891625
8.2399997711182,1010000
8.3199996948242,941000
8.7700004577637,1344625
8.9899997711182,1045750
9.0500001907349,794000
9.1499996185303,727250
9.3000001907349,1342875
9.1999998092651,1031125
9.3000001907349,4513500
8.9399995803833,451750
9.079999923706,200750
8.8800001144409,260000
9.0100002288818,472875
9.1899995803833,1091875
9.1099996566772,156000
9,237000
8.920000076294,211875
9.0699996948242,450250
9.2299995422363,1405500
9.2399997711182,1228625
9.3100004196167,312625
9.2299995422363,573375
9.289999961853,1138375
9.4799995422363,338625
9.5100002288818,440750
9.420000076294,700250
9.3999996185303,1529125
9.2399997711182,305250
9.0299997329712,298250
9.1000003814697,277375
9.25,1246500
9.3500003814697,1042750
9.3699998855591,1235250
9.3699998855591,573750
9.4499998092651,702000
9.1599998474121,382750
8.920000076294,1022250
8.9899997711182,465000
9.0600004196167,261000
9.0299997329712,1027250
9.039999961853,461250
8.9099998474121,460750
9.1400003433228,527750
9,366250
9.1400003433228,523250
9.0299997329712,485375
9.0299997329712,1233250
9.539999961853,1444750
9.6400003433228,854000
9.7799997329712,515875
10.130000114441,1049000
9.8800001144409,1421125
10.050000190735,638375
9.75,2309500
9.539999961853,3610375
9.5200004577637,2285375
9.6099996566772,898875
9.9099998474121,694500
9.75,1403000
9.710000038147,638875
9.3999996185303,911125
9.3100004196167,577750
9.3900003433228,695500
8.3599996566772,2181625
8.6099996566772,2079625
8.1599998474121,724000
8.4700002670288,1542125
8.9099998474121,5231250
9.2700004577637,1655500
9.1599998474121,3134000
9.2799997329712,1552625
9.1999998092651,500000
9.1199998855591,872250
9.0900001525879,1016125
9.2399997711182,610250
9.3500003814697,705250
9.460000038147,479750
9.5699996948242,235250
9.5100002288818,229500
9.5,246250
9.420000076294,1597375
9.5,148750
9.579999923706,491000
9.6999998092651,1577000
9.4300003051758,1057375
9.579999923706,977125
9.6599998474121,931000
9.7399997711182,195500
9.710000038147,1450625
10.079999923706,657375
10.119999885559,361125
9.9700002670288,514250
10.069999694824,353125
10.510000228882,1481125
10.659999847412,745000
10.659999847412,330250
10.539999961853,299875
10.539999961853,580000
10.699999809265,2509750
10.590000152588,200000
10.729999542236,328500
10.890000343323,302500
11.420000076294,2818625
11.85000038147,6302500
11.75,2019875
11.270000457764,1616875
10.970000267029,847250
11.119999885559,533500
11.189999580383,435250
11.35000038147,188750
11.279999732971,430750
10.930000305176,331500
11.079999923706,540875
11.489999771118,902500
11.420000076294,850750
11.5,359000
11.64999961853,305625
11.189999580383,725125
11.319999694824,308250
11.189999580383,1594750
11.119999885559,475875
11.039999961853,200750
10.930000305176,1577000
11.039999961853,3342375
11.010000228882,529375
10.949999809265,97500
10.989999771118,494000
11.029999732971,1663125
10.939999580383,397625
10.859999656677,244750
10.75,555750
10.449999809265,546375
10.619999885559,2422375
10.60000038147,827875
11.260000228882,741250
10.819999694824,3274875
10.760000228882,1931500
10.640000343323,2256875
10.680000305176,592625
10.760000228882,541500
10.800000190735,809000
11.010000228882,1677750
11.130000114441,466625
11.529999732971,706625
11.720000267029,491000
11.710000038147,392625
11.569999694824,333875
11.819999694824,359875
11.960000038147,274625
12.069999694824,346500
12.260000228882,783250
12.029999732971,1018750
12.090000152588,631500
11.949999809265,555375
11.949999809265,410125
11.989999771118,582500
12.090000152588,372875
12.109999656677,2577375
12.239999771118,171125
12.340000152588,2055250
12.460000038147,569125
12.569999694824,2122375
12.609999656677,334500
12.880000114441,1017750
13.359999656677,510000
13.569999694824,597250
13.64999961853,482875
13.5,411250
13.109999656677,1588875
13.800000190735,318625
13.909999847412,561625
13.810000419617,1243875
13.840000152588,582250
14.239999771118,534125
13.989999771118,4051000
13.869999885559,632500
14.020000457764,844375
13.890000343323,514750
13.340000152588,991750
13.619999885559,308250
13.109999656677,505375
13.35000038147,616375
13.109999656677,640875
13.210000038147,1385625
12.880000114441,897250
12.630000114441,2027625
12.680000305176,8212875
12.569999694824,851000
12.880000114441,360375
13.060000419617,1058625
13.529999732971,384500
13.489999771118,411500
13.640000343323,1374000
13.329999923706,1535875
13.180000305176,884875
13.289999961853,364000
13.329999923706,257750
12.869999885559,634375
12.979999542236,332250
12.960000038147,442875
12.85000038147,365500
12.960000038147,506500
12.859999656677,2539625
12.869999885559,188250
12.60000038147,287875
12.710000038147,206125
12.859999656677,964750
12.789999961853,355125
12.630000114441,588125
12.949999809265,1421125
13.010000228882,320750
12.840000152588,2543000
13.14999961853,404750
13.140000343323,220875
13.25,1663500
13.380000114441,484000
13.529999732971,480500
